fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity,total_similarity
Legend Montblanc 2011 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.499,0.731,0.747,0.993,-0.34
Legend Montblanc 2011 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.695,0.871,0.849,0.994,-0.124
Legend Montblanc 2011 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.662,0.974,0.852,0.984,0.403
Legend Montblanc 2011 EAU DE TOILETTE,Aventus Creed 2010,0.841,0.964,0.996,0.995,0.464
Legend Montblanc 2011 EAU DE TOILETTE,Awake Akro 2018,0.403,0.913,0.799,0.785,-0.503
Legend Montblanc 2011 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.888,0.973,1.0,0.968,0.635
Legend Montblanc 2011 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.332,0.82,0.732,0.92,-0.331
Legend Montblanc 2011 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.709,0.981,0.924,0.806,0.263
Legend Montblanc 2011 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.841,0.994,0.997,0.999,0.653
Legend Montblanc 2011 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.547,0.983,0.999,0.905,-0.056
Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.369,0.785,0.685,0.958,-0.439
Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.819,0.892,0.88,0.995,0.248
Legend Montblanc 2011 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.722,0.962,0.932,0.998,0.58
Legend Montblanc 2011 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.767,0.976,0.927,0.992,0.622
Legend Montblanc 2011 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.569,0.797,0.821,0.858,-0.315
Legend Montblanc 2011 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.367,0.75,0.653,0.942,-0.552
Legend Montblanc 2011 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.716,0.999,0.945,0.944,0.28
Legend Montblanc 2011 EAU DE TOILETTE,Dark Akro 2018,0.37,0.773,0.734,0.768,-0.589
Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.689,0.956,0.873,0.962,0.469
Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.722,0.993,0.995,0.982,0.345
Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.333,0.694,0.744,0.952,-0.531
Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.318,0.671,0.728,0.942,-0.521
Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.719,0.985,0.967,0.621,0.049
Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.59,0.955,0.918,0.611,0.051
Legend Montblanc 2011 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.479,0.989,0.876,0.665,-0.046
Legend Montblanc 2011 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.409,0.648,0.608,0.991,-0.488
Legend Montblanc 2011 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.847,0.849,0.978,0.965,0.422
Legend Montblanc 2011 EAU DE TOILETTE,Explorer Montblanc 2019,0.917,0.997,0.999,0.999,0.802
Legend Montblanc 2011 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.796,0.886,0.974,0.945,0.553
Legend Montblanc 2011 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.385,0.703,0.675,0.966,-0.473
Legend Montblanc 2011 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.652,0.991,0.999,0.949,0.132
Legend Montblanc 2011 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.752,0.966,0.997,0.979,0.24
Legend Montblanc 2011 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.443,0.752,0.779,0.937,-0.442
Legend Montblanc 2011 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.614,0.918,0.793,0.995,0.043
Legend Montblanc 2011 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.44,0.712,0.652,0.957,-0.579
Legend Montblanc 2011 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.729,0.948,0.925,0.99,0.545
Legend Montblanc 2011 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.801,0.948,0.997,0.939,0.523
Legend Montblanc 2011 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.701,0.791,0.847,0.982,0.073
Legend Montblanc 2011 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.578,0.929,0.916,0.984,0.339
Legend Montblanc 2011 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.801,0.99,0.949,0.987,0.571
Legend Montblanc 2011 EAU DE TOILETTE,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.55,0.758,0.89,0.996,-0.357
Legend Montblanc 2011 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.653,0.813,0.858,0.994,-0.197
Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.299,0.686,0.731,0.973,-0.463
Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.614,0.858,0.925,0.985,-0.137
Legend Montblanc 2020 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.576,0.644,0.818,0.956,-0.218
Legend Montblanc 2020 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.587,0.677,0.844,0.958,-0.209
Legend Montblanc 2020 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.717,0.765,0.958,0.987,-0.073
Legend Montblanc 2020 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.635,0.993,0.97,0.979,0.336
Legend Montblanc 2020 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.353,0.719,0.67,0.909,-0.561
Legend Montblanc 2020 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.411,0.846,0.846,0.616,-0.589
Legend Montblanc 2020 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.789,0.986,0.984,0.969,0.312
Legend Montblanc 2020 EAU DE PARFUM,Angels' Share Kilian 2020,0.42,0.612,0.646,0.774,-0.647
Legend Montblanc 2020 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.708,0.984,0.914,0.997,0.524
Legend Montblanc 2020 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.542,0.714,0.779,0.992,-0.299
Legend Montblanc 2020 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.749,0.85,0.875,0.995,-0.044
Legend Montblanc 2020 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.591,0.974,0.8,0.984,0.324
Legend Montblanc 2020 EAU DE PARFUM,Aventus Creed 2010,0.684,0.952,0.984,0.996,0.174
Legend Montblanc 2020 EAU DE PARFUM,Awake Akro 2018,0.412,0.907,0.829,0.786,-0.442
Legend Montblanc 2020 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.868,0.97,0.996,0.966,0.561
Legend Montblanc 2020 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.391,0.811,0.769,0.924,-0.243
Legend Montblanc 2020 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.591,0.984,0.883,0.806,0.116
Legend Montblanc 2020 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.804,0.986,0.986,0.999,0.593
Legend Montblanc 2020 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.563,0.976,0.995,0.908,-0.031
Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.433,0.775,0.726,0.96,-0.348
Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.869,0.878,0.911,0.996,0.345
Legend Montblanc 2020 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.783,0.966,0.893,0.997,0.661
Legend Montblanc 2020 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.695,0.97,0.894,0.991,0.518
Legend Montblanc 2020 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.52,0.792,0.854,0.86,-0.357
Legend Montblanc 2020 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.431,0.73,0.695,0.943,-0.483
Legend Montblanc 2020 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.695,0.993,0.911,0.945,0.257
Legend Montblanc 2020 EAU DE PARFUM,Dark Akro 2018,0.43,0.767,0.772,0.769,-0.484
Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.536,0.964,0.824,0.962,0.277
Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.721,0.988,0.981,0.982,0.314
Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.416,0.674,0.779,0.954,-0.452
Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.455,0.656,0.762,0.944,-0.355
Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.676,0.986,0.937,0.621,-0.017
Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.561,0.963,0.875,0.611,0.027
Legend Montblanc 2020 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.422,0.977,0.826,0.664,-0.124
Legend Montblanc 2020 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.476,0.629,0.649,0.991,-0.422
Legend Montblanc 2020 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.739,0.832,0.979,0.963,0.211
Legend Montblanc 2020 EAU DE PARFUM,Explorer Montblanc 2019,0.829,0.992,0.99,0.999,0.669
Legend Montblanc 2020 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.746,0.886,0.95,0.943,0.507
Legend Montblanc 2020 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.47,0.687,0.717,0.968,-0.373
Legend Montblanc 2020 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.649,0.984,0.991,0.951,0.132
Legend Montblanc 2020 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.793,0.952,0.996,0.98,0.263
Legend Montblanc 2020 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.553,0.737,0.815,0.94,-0.286
Legend Montblanc 2020 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.722,0.908,0.836,0.995,0.235
Legend Montblanc 2020 EAU DE PARFUM,Herod Parfums de Marly 2012,0.459,0.695,0.694,0.959,-0.567
Legend Montblanc 2020 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.707,0.951,0.891,0.99,0.527
Legend Montblanc 2020 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.777,0.943,0.987,0.937,0.467
Legend Montblanc 2020 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.729,0.775,0.878,0.98,0.111
Legend Montblanc 2020 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.586,0.942,0.88,0.983,0.385
Legend Montblanc 2020 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.755,0.99,0.915,0.987,0.519
Legend Montblanc 2020 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.622,0.738,0.911,0.996,-0.304
Legend Montblanc 2020 EAU DE PARFUM,Layton Parfums de Marly 2016,0.614,0.79,0.882,0.994,-0.344
Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.338,0.669,0.766,0.972,-0.439
Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.689,0.839,0.937,0.984,-0.069
Legend Montblanc 2020 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.917,0.993,0.995,1.0,0.839
Les Royales Exclusives - Spice and Wood Creed 2010,1 Million Elixir Paco Rabanne 2022,0.322,0.838,0.887,0.868,-0.509
Les Royales Exclusives - Spice and Wood Creed 2010,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.416,0.867,0.913,0.857,-0.422
Les Royales Exclusives - Spice and Wood Creed 2010,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.521,0.925,0.983,0.909,-0.351
Les Royales Exclusives - Spice and Wood Creed 2010,Acqua di Giò Parfum Giorgio Armani 2023,0.568,0.931,0.942,0.962,0.085
Les Royales Exclusives - Spice and Wood Creed 2010,Althaïr Parfums de Marly 2023,0.308,0.897,0.763,0.952,-0.266
Les Royales Exclusives - Spice and Wood Creed 2010,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.419,0.967,0.912,0.781,-0.208
Les Royales Exclusives - Spice and Wood Creed 2010,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.661,0.966,0.97,0.957,-0.155
Les Royales Exclusives - Spice and Wood Creed 2010,Angels' Share Kilian 2020,0.41,0.819,0.743,0.895,-0.145
Les Royales Exclusives - Spice and Wood Creed 2010,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.588,0.867,0.88,0.953,-0.074
Les Royales Exclusives - Spice and Wood Creed 2010,Armani Code Absolu pour Homme Giorgio Armani 2019,0.395,0.896,0.859,0.93,-0.385
Les Royales Exclusives - Spice and Wood Creed 2010,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.663,0.979,0.934,0.964,-0.01
Les Royales Exclusives - Spice and Wood Creed 2010,Artisan Pure John Varvatos 2017,0.608,0.837,0.75,0.963,-0.031
Les Royales Exclusives - Spice and Wood Creed 2010,Aventus Creed 2010,0.779,0.98,0.978,0.954,0.358
Les Royales Exclusives - Spice and Wood Creed 2010,Awake Akro 2018,0.584,0.968,0.899,0.906,0.111
Les Royales Exclusives - Spice and Wood Creed 2010,Bad Boy Cobalt Carolina Herrera 2022,0.592,0.926,0.984,0.863,-0.314
Les Royales Exclusives - Spice and Wood Creed 2010,Bentley for Men Absolute Bentley 2014,0.687,0.948,0.848,0.982,0.456
Les Royales Exclusives - Spice and Wood Creed 2010,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.722,0.857,0.845,0.901,0.188
Les Royales Exclusives - Spice and Wood Creed 2010,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.803,0.96,0.978,0.943,0.265
Les Royales Exclusives - Spice and Wood Creed 2010,Bon Monsieur Rogue 2020,0.736,0.977,0.988,0.989,0.322
Les Royales Exclusives - Spice and Wood Creed 2010,Boss Bottled Elixir Hugo Boss 2023,0.634,0.927,0.811,0.987,0.277
Les Royales Exclusives - Spice and Wood Creed 2010,Boss Bottled Parfum Hugo Boss 2022,0.817,0.987,0.952,0.957,0.393
Les Royales Exclusives - Spice and Wood Creed 2010,Chrome Azzaro 1996 EAU DE TOILETTE,0.579,0.812,0.857,0.914,-0.182
Les Royales Exclusives - Spice and Wood Creed 2010,Chrome Extrême Azzaro 2020,0.526,0.864,0.842,0.93,-0.137
Les Royales Exclusives - Spice and Wood Creed 2010,Cigar Rum Strangers Parfumerie 2017,0.712,0.934,0.914,0.959,0.296
Les Royales Exclusives - Spice and Wood Creed 2010,Club Black Mercedes-Benz 2017,0.333,0.903,0.785,0.963,-0.277
Les Royales Exclusives - Spice and Wood Creed 2010,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.792,0.931,0.873,0.977,0.232
Les Royales Exclusives - Spice and Wood Creed 2010,Dark Akro 2018,0.552,0.892,0.848,0.897,0.116
Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Cologne Dior 2013,0.504,0.802,0.774,0.956,-0.134
Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.571,0.963,0.961,0.961,-0.134
Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Intense Dior 2011,0.346,0.875,0.857,0.996,-0.159
Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Parfum Dior 2014,0.408,0.861,0.845,0.999,-0.016
Les Royales Exclusives - Spice and Wood Creed 2010,Eau Parfumée au Thé Blanc Bvlgari 2003,0.679,0.874,0.91,0.763,0.018
Les Royales Exclusives - Spice and Wood Creed 2010,Eau Parfumée au Thé Vert Bvlgari 1992,0.673,0.803,0.837,0.754,0.062
Les Royales Exclusives - Spice and Wood Creed 2010,Eau de Soleil Blanc Tom Ford 2017,0.235,0.931,0.787,0.776,-0.335
Les Royales Exclusives - Spice and Wood Creed 2010,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.395,0.834,0.746,0.964,-0.22
Les Royales Exclusives - Spice and Wood Creed 2010,Eros Versace 2020 EAU DE PARFUM,0.468,0.932,0.998,0.832,-0.496
Les Royales Exclusives - Spice and Wood Creed 2010,Explorer Montblanc 2019,0.777,0.931,0.975,0.938,0.199
Les Royales Exclusives - Spice and Wood Creed 2010,First Instinct Together Man Abercrombie & Fitch 2020,0.341,0.699,0.921,0.89,-0.512
Les Royales Exclusives - Spice and Wood Creed 2010,Gentleman Givenchy Réserve Privée Givenchy 2022,0.482,0.878,0.803,0.976,-0.017
Les Royales Exclusives - Spice and Wood Creed 2010,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.866,0.957,0.98,0.995,0.696
Les Royales Exclusives - Spice and Wood Creed 2010,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.842,0.991,0.993,0.969,0.397
Les Royales Exclusives - Spice and Wood Creed 2010,Haltane Parfums de Marly 2021,0.67,0.912,0.884,0.988,0.253
Les Royales Exclusives - Spice and Wood Creed 2010,Hero Burberry 2022 EAU DE PARFUM,0.552,0.985,0.89,0.937,-0.106
Les Royales Exclusives - Spice and Wood Creed 2010,Herod Parfums de Marly 2012,0.522,0.882,0.784,0.99,-0.002
Les Royales Exclusives - Spice and Wood Creed 2010,Hugo Iced Hugo Boss 2017,0.672,0.781,0.839,0.944,-0.004
Les Royales Exclusives - Spice and Wood Creed 2010,Invictus Platinum Paco Rabanne 2022,0.433,0.906,0.962,0.811,-0.522
Les Royales Exclusives - Spice and Wood Creed 2010,Invictus Victory Paco Rabanne 2021,0.488,0.925,0.932,0.865,-0.34
Les Royales Exclusives - Spice and Wood Creed 2010,Jimmy Choo Man Aqua Jimmy Choo 2022,0.607,0.771,0.828,0.87,-0.005
Les Royales Exclusives - Spice and Wood Creed 2010,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.74,0.887,0.88,0.971,0.033
Les Royales Exclusives - Spice and Wood Creed 2010,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.617,0.914,0.961,0.949,-0.008
Les Royales Exclusives - Spice and Wood Creed 2010,Layton Parfums de Marly 2016,0.607,0.942,0.94,0.952,-0.099
Les Royales Exclusives - Spice and Wood Creed 2010,Le Mâle Elixir Jean Paul Gaultier 2023,0.179,0.855,0.848,0.924,-0.495
Les Royales Exclusives - Spice and Wood Creed 2010,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.45,0.946,0.98,0.917,-0.541
Les Royales Exclusives - Spice and Wood Creed 2010,Legend Montblanc 2011 EAU DE TOILETTE,0.744,0.937,0.981,0.935,0.011
Les Royales Exclusives - Spice and Wood Creed 2010,Legend Montblanc 2020 EAU DE PARFUM,0.713,0.923,0.986,0.937,-0.058
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.23,0.363,0.367,0.992,-0.488
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.234,0.402,0.453,0.993,-0.459
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.428,0.505,0.623,0.993,-0.272
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.869,0.921,0.919,0.94,0.608
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.114,0.447,0.181,0.929,-0.64
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.248,0.604,0.426,0.666,-0.477
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.652,0.881,0.884,0.98,0.426
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Angels' Share Kilian 2020,0.152,0.315,0.16,0.805,-0.73
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.893,0.965,0.972,0.987,0.841
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.205,0.436,0.343,0.997,-0.602
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.49,0.62,0.475,0.979,-0.472
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.817,0.981,1.0,0.983,0.745
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Aventus Creed 2010,0.751,0.801,0.869,0.968,0.285
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Awake Akro 2018,0.285,0.721,0.403,0.813,-0.347
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.589,0.878,0.842,0.993,0.474
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.217,0.556,0.309,0.859,-0.447
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.835,0.976,0.983,0.843,0.649
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.964,0.885,0.866,0.979,0.724
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.496,0.845,0.836,0.856,-0.029
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.204,0.511,0.24,0.913,-0.549
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.525,0.656,0.506,0.966,-0.312
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.925,0.985,0.979,0.991,0.906
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.954,0.948,0.979,0.975,0.833
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.29,0.531,0.422,0.861,-0.477
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.143,0.462,0.206,0.956,-0.66
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.937,0.926,0.975,0.949,0.801
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dark Akro 2018,0.18,0.526,0.31,0.796,-0.501
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.875,0.986,0.997,0.975,0.816
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.577,0.884,0.896,0.984,0.321
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.13,0.384,0.329,0.932,-0.692
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.144,0.357,0.312,0.906,-0.679
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.693,0.966,0.953,0.681,0.347
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.625,0.988,0.985,0.675,0.429
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.389,0.906,0.997,0.731,0.227
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.169,0.338,0.165,0.982,-0.708
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.695,0.624,0.755,0.985,0.212
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Explorer Montblanc 2019,0.854,0.922,0.87,0.981,0.626
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.751,0.956,0.93,0.98,0.753
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.179,0.399,0.227,0.915,-0.702
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.695,0.885,0.859,0.906,0.204
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.519,0.798,0.814,0.979,0.044
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.237,0.46,0.369,0.883,-0.656
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.325,0.709,0.37,0.994,-0.274
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.192,0.413,0.205,0.947,-0.77
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.848,0.993,0.981,0.994,0.846
Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.582,0.848,0.881,0.982,0.464
