name,link,upvotes,downvotes,year,order
Wow! Eau de Parfum Intense For Men Joop! (male) ~ 2019,https://www.fragrantica.com/perfume/Joop/Wow-Eau-de-Parfum-Intense-For-Men-57091.html,30,32,2019,141
Signature Royale Zaharoff (male) ~ 2020,https://www.fragrantica.com/perfume/Zaharoff/Signature-Royale-61901.html,29,31,2020,142
Reine de Nuit (2019) Byredo (unisex) ~ 2019,https://www.fragrantica.com/perfume/Byredo/Reine-de-Nuit-2019-58569.html,22,17,2019,143
Cypress & Grapevine Cologne Intense Jo Malone London (unisex) ~ 2020,https://www.fragrantica.com/perfume/Jo-Malone-London/Cypress-Grapevine-Cologne-Intense-61928.html,19,11,2020,144
Eternity Cologne For Men Calvin Klein (male) ~ 2020,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-Cologne-For-Men-62323.html,47,70,2020,145
Black Beard Calaj (male) ~ 2020,https://www.fragrantica.com/perfume/Calaj/Black-Beard-61150.html,23,22,2020,146
Aqua Wood Mancera (male) ~ 2020,https://www.fragrantica.com/perfume/Mancera/Aqua-Wood-63800.html,31,39,2020,147
Accento Xerjoff (unisex) ~ 2019,https://www.fragrantica.com/perfume/Xerjoff/Accento-55156.html,41,59,2019,148
Ray-Flection Masque Milano (unisex) ~ 2020,https://www.fragrantica.com/perfume/Masque-Milano/Ray-Flection-63927.html,25,27,2020,149
Coach Blue Coach (male) ~ 2020,https://www.fragrantica.com/perfume/Coach/Coach-Blue-60332.html,21,19,2020,150
Osmanthus Eau de Parfum Acqua di Parma (unisex) ~ 2019,https://www.fragrantica.com/perfume/Acqua-di-Parma/Osmanthus-Eau-de-Parfum-56006.html,17,11,2019,151
Alexandria III Xerjoff (unisex) ~ 2019,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-III-57363.html,22,22,2019,152
Azzaro Chrome Extreme Azzaro (male) ~ 2020,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Chrome-Extreme-59020.html,18,14,2020,153
Gucci Guilty Love Edition Pour Homme Gucci (male) ~ 2020,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Love-Edition-Pour-Homme-58768.html,41,61,2020,154
Tyger Tyger Francesca Bianchi (unisex) ~ 2020,https://www.fragrantica.com/perfume/Francesca-Bianchi/Tyger-Tyger-64029.html,15,9,2020,155
Loewe Solo Mercurio Loewe (male) ~ 2020,https://www.fragrantica.com/perfume/Loewe/Loewe-Solo-Mercurio-60257.html,25,30,2020,156
Riflesso Blue Vibe Limited Edition Trussardi (male) ~ 2020,https://www.fragrantica.com/perfume/Trussardi/Riflesso-Blue-Vibe-Limited-Edition-59825.html,21,22,2020,157
Blood Orange Aaron Terence Hughes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Blood-Orange-58430.html,25,30,2019,158
Accento Overdose Xerjoff (unisex) ~ 2019,https://www.fragrantica.com/perfume/Xerjoff/Accento-Overdose-56097.html,42,65,2019,159
Luxor Xerjoff (unisex) ~ 2020,https://www.fragrantica.com/perfume/Xerjoff/Luxor-58838.html,29,39,2020,160
Couleur Vanille L'Artisan Parfumeur (unisex) ~ 2020,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Couleur-Vanille-59343.html,21,23,2020,161
Bentley For Men Silverlake Bentley (male) ~ 2020,https://www.fragrantica.com/perfume/Bentley/Bentley-For-Men-Silverlake-63168.html,13,7,2020,162
Nanshe Nishane (unisex) ~ 2020,https://www.fragrantica.com/perfume/Nishane/Nanshe-64093.html,30,42,2020,163
Alien Man Mirage Mugler (male) ~ 2020,https://www.fragrantica.com/perfume/Mugler/Alien-Man-Mirage-59293.html,13,8,2020,164
Molecule 05 Escentric Molecules (unisex) ~ 2020,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-05-58969.html,32,47,2020,165
Elixir 1870 Granado (unisex) ~ 2020,https://www.fragrantica.com/perfume/Granado/Elixir-1870-63482.html,19,21,2020,166
